Date,AAPL,AMZN,CRM,MRNA,MSFT,NIO,NNDM,NVDA,PFE,TSLA
2020-01-02 ,300.58,1897.71,167.05,19.23,160.73,3.72,2.55,239.86,39.14,430.24
2020-01-03 ,297.38,1874.93,166.17,18.89,158.59,3.83,2.51,236.04,38.92,442.75
2020-01-06 ,299.78,1903.33,173.4234,18.12,159.02,3.69,2.5,237.03,38.87,451.4001
2020-01-07 ,298.27,1906.86,176.04,17.81,157.6,3.25,2.41,239.94,38.76,469.17
2020-01-08 ,303.15,1892.09,177.33,17.96,160.14,3.385,2.4501,240.49,39.05,492.09
2020-01-09 ,309.71,1901.0,179.6,18.403,162.09,3.47,2.4224,243.02,38.89,481.49
2020-01-10 ,310.37,1882.98,180.23,19.12,161.32,3.51,2.4117,244.33,39.49,477.96
2020-01-13 ,316.97,1891.41,183.75,20.26,163.28,3.7,2.3669,251.98,39.41,524.85
2020-01-14 ,312.69,1869.2,182.08,19.99,162.15,3.78,2.3615,247.29,40.07,538.0
2020-01-15 ,311.5,1862.01,181.06,20.24,163.29,4.29,2.2801,245.57,40.68,518.505
2020-01-16 ,315.33,1877.95,182.67,21.01,166.21,4.37,2.29,249.0,40.61,513.49
2020-01-17 ,318.67,1864.71,182.19,20.65,167.05,4.67,2.2892,249.27,40.51,510.19
2020-01-21 ,316.55,1892.55,185.31,20.94,166.49,5.17,2.5663,247.96,40.36,547.3007
2020-01-22 ,317.7,1887.46,182.8,21.97,165.69,4.8,2.5401,250.11,40.19,569.43
2020-01-23 ,319.2899,1884.58,184.03,21.48,166.72,4.88,2.7,252.79,40.71,571.9422
2020-01-24 ,318.33,1861.64,182.07,21.11,165.04,4.64,2.55,250.55,39.83,564.96
2020-01-27 ,308.96,1828.89,180.7,22.71,162.26,4.0059,2.34,240.18,40.15,557.54
2020-01-28 ,317.76,1853.33,182.88,22.35,165.46,4.2,2.42,248.0,38.13,566.82
2020-01-29 ,324.32,1858.0,181.77,20.53,168.18,4.26,2.31,245.54,37.585,581.0
2020-01-30 ,323.8762,1870.8896,185.68,20.98,172.74,4.08,2.3,245.81,37.06,640.93
2020-01-31 ,309.33,2007.75,182.25,20.52,170.17,3.775,2.24,236.45,37.24,650.48
2020-02-03 ,308.71,2003.25,185.39,20.38,174.39,4.05,2.22,240.33,37.5,780.28
2020-02-04 ,318.86,2049.78,188.3,20.87,180.13,4.51,2.07,247.14,37.7,887.72
2020-02-05 ,321.58,2039.62,185.48,20.04,179.94,4.39,1.5,250.7968,38.18,734.72
2020-02-06 ,325.21,2050.37,186.72,19.88,183.64,4.08,1.48,254.25,38.26,748.5
2020-02-07 ,320.04,2079.21,185.69,23.23,183.95,3.81,1.45,251.68,38.0564,747.9808
2020-02-10 ,321.54,2134.55,189.07,23.63,188.74,3.8665,1.33,262.99,37.81,770.8467
2020-02-11 ,319.61,2152.27,189.11,21.35,184.44,3.95,1.26,267.91,38.1,774.02
2020-02-12 ,327.2,2161.34,189.34,19.01,184.72,4.07,1.2698,272.54,37.7375,767.44
2020-02-13 ,324.91,2151.12,188.68,19.04,183.76,4.02,1.2979,270.81,36.94,803.86
2020-02-14 ,324.94,2135.48,189.8,19.0,185.35,3.78,1.32,289.8,36.5,799.9724
2020-02-18 ,319.0,2155.67,191.07,18.915,187.22,3.8,1.36,296.57,36.31,858.66
2020-02-19 ,323.62,2170.21,192.87,18.91,187.28,4.085,1.38,314.71,36.2354,916.96
2020-02-20 ,320.3,2153.59,193.27,18.539,184.33,4.26,1.41,308.58,35.84,899.18
2020-02-21 ,313.03,2095.97,189.48,18.23,178.56,4.08,1.35,294.1,35.72,901.0
2020-02-24 ,298.17,2008.74,186.01,18.56,170.88,3.87,1.28,273.2,34.68,833.16
2020-02-25 ,288.08,1970.65,181.61,23.75,168.05,4.42,1.27,262.05,33.93,799.11
2020-02-26 ,292.69,1979.61,178.84,29.16,170.16,4.335,1.275,267.59,34.72,778.8
2020-02-27 ,273.04,1882.88,172.1,26.145,158.0,4.14,1.295,252.19,34.1,678.85
2020-02-28 ,274.64,1889.18,170.4,25.95,162.11,4.13,1.33,270.16,33.44,667.43
2020-03-02 ,298.82,1954.0,176.76,29.8701,172.85,4.1,1.27,276.57,34.895,743.69
2020-03-03 ,289.31,1908.88,169.26,27.91,164.38,4.055,1.2695,265.64,34.27,745.51
2020-03-04 ,302.76,1976.46,175.67,27.46,170.54,3.87,1.2801,284.56,36.395,749.5
2020-03-05 ,292.92,1924.03,169.53,28.0001,166.24,3.72,1.28,273.29,35.47,723.62
2020-03-06 ,288.98,1901.14,164.08,29.61,161.57,3.545,1.27,266.07,35.02,703.39
2020-03-09 ,266.09,1800.01,151.19,24.28,150.62,3.31,1.08,245.01,33.756,606.46
2020-03-10 ,285.69,1894.0,161.36,22.34,161.03,3.5,1.05,261.08,34.59,645.0
2020-03-11 ,275.3,1819.63,154.63,23.6,153.56,3.3202,1.06,246.16,32.1656,633.905
2020-03-12 ,248.0,1676.21,140.55,22.24,138.76,3.13,0.8802,216.035,30.01,556.01
2020-03-13 ,278.06,1786.31,147.78,21.3,158.85,3.11,0.98,240.83,32.755,546.2
2020-03-16 ,241.47,1688.0,124.3,26.44,135.4144,2.95,0.8456,196.59,30.16,444.9801
2020-03-17 ,252.85,1807.38,135.42,28.16,146.57,2.9,0.7701,217.26,32.17,430.0
2020-03-18 ,249.0,1832.39,132.23,31.45,142.13,2.41,0.6601,203.51,32.4,361.6
2020-03-19 ,244.78,1880.5,139.45,28.27,142.67,2.38,0.6746,212.97,30.45,427.295
2020-03-20 ,228.74,1846.09,139.72,28.15,136.77,2.4,0.7462,205.71,28.9999,427.53
2020-03-23 ,223.43,1902.54,140.52,26.53,135.56,2.36,0.7065,212.11,28.4391,434.29
2020-03-24 ,246.88,1940.0,153.45,25.82,148.34,2.6,0.7339,249.47,29.71,504.3
2020-03-25 ,245.465,1885.78,147.07,27.13,146.85,2.77,0.71745,245.48,29.75,539.175
2020-03-26 ,258.48,1955.225,154.45,27.92,156.11,2.9438,0.6971,257.24,31.67,528.05
2020-03-27 ,247.62,1899.92,145.94,30.05,149.61,2.8399,0.8502,252.54,30.92,514.56
2020-03-30 ,254.79,1964.78,149.85,30.47,160.3,2.7,1.05,265.625,32.68,502.1
2020-03-31 ,254.3,1949.79,143.78,29.95,157.64,2.775,0.916,263.61,32.66,524.48
2020-04-01 ,240.76,1906.58,134.05,29.67,151.94,2.64,0.7501,243.01,31.74,481.58
2020-04-02 ,244.93,1918.83,134.38,33.195,155.26,2.3849,0.7213,255.57,32.87,454.47
2020-04-03 ,241.43,1906.6,134.3,34.84,153.8201,2.39,0.649,243.91,33.62,480.0
2020-04-06 ,262.285,1998.49,147.09,34.63,165.27,2.4732,0.71,268.4,34.52,516.24
2020-04-07 ,259.385,2011.6,145.04,31.995,163.49,2.68,0.824899,258.95,33.6,545.47
2020-04-08 ,266.04,2042.9,151.11,32.4,165.11,2.74,0.84,266.8,34.6,548.7
2020-04-09 ,267.96,2042.82,154.69,31.87,165.19,2.66,1.06,262.87,35.39,573.01
2020-04-13 ,273.23,2168.01,152.5,32.89,165.51,2.97,0.95,269.9,35.15,650.9899
2020-04-14 ,287.07,2283.31,157.8,34.65,173.7,3.01,1.14,284.01,36.44,709.755
2020-04-15 ,284.45,2309.27,155.73,37.25,171.94,3.195,1.4899,280.85,35.98,729.5254
2020-04-16 ,286.72,2408.19,157.06,40.6,177.07,3.235,1.31,294.79,35.87,745.6545
2020-04-17 ,282.74,2372.87,162.61,46.85,178.6,3.22,1.28,292.32,36.895,753.65
2020-04-20 ,276.85,2393.08,162.77,51.68,174.99,3.1866,1.1999,286.75,36.08,746.35
2020-04-21 ,268.36,2329.36,150.48,49.225,167.67,3.04,1.03,269.16,35.62,686.72
2020-04-22 ,276.09,2366.54,154.2201,51.09,173.725,3.09,0.7064,286.4,36.31,732.15
2020-04-23 ,274.87,2399.44,151.72,47.44,171.43,3.05,0.7583,284.02,36.71,705.63
2020-04-24 ,282.95,2410.0,153.98,50.5,174.54,2.945,0.74,289.61,37.3801,725.0
2020-04-27 ,283.25,2376.82,157.53,48.05,174.03,3.235,0.774,297.08,38.29,798.92
2020-04-28 ,278.57,2314.08,154.41,47.8,169.79,3.36,0.7519,291.54,37.9,769.11
2020-04-29 ,287.83,2371.88,160.31,46.36,177.3,3.625,0.75,298.42,38.12,799.84
2020-04-30 ,293.99,2471.5,161.76,45.94,179.22,3.405,0.8001,292.05,38.32,781.06
2020-05-01 ,289.07,2285.94,156.47,47.93,174.5,3.1699,0.7719,282.84,37.66,701.31
2020-05-04 ,293.17,2315.99,161.48,50.5,178.84,3.33,0.75001,291.28,37.64,761.21
2020-05-05 ,297.78,2317.64,163.24,49.33,180.76,3.2999,0.7426,293.63,38.51,768.06
2020-05-06 ,300.5,2350.97,163.55,48.95,182.49,3.6134,0.73,297.75,38.51,782.45
2020-05-07 ,303.75,2367.61,169.96,53.19,183.6078,3.63,0.782,304.88,36.95,780.215
2020-05-08 ,310.1484,2379.5,175.89,59.25,184.68,3.78,0.8901,312.51,37.21,819.25
2020-05-11 ,315.005,2406.9375,182.73,66.92,186.65,3.75,0.9691,322.53,38.1,810.48
2020-05-12 ,311.51,2357.505,177.54,62.27,182.38,3.6201,0.8593,311.75,37.37,809.21
2020-05-13 ,307.68,2366.17,169.64,65.1562,179.78,3.45,0.8308,311.22,37.04,790.62
2020-05-14 ,309.7,2391.37,166.93,64.55,180.61,3.455,0.77,321.34,37.92,803.04
2020-05-15 ,307.74,2410.41,171.26,66.66,183.39,3.385,0.77,339.71,37.78,799.034
2020-05-18 ,314.89,2426.38,172.5,80.0,184.9,3.61,0.7568,350.02,38.06,813.51
2020-05-19 ,313.01,2448.59,176.11,71.6,183.5,3.695,3.37,352.168,37.67,808.0
2020-05-20 ,319.16,2497.35,176.94,73.47,185.66,3.49,2.94,358.8,37.63,815.46
2020-05-21 ,317.04,2448.01,175.18,67.01,183.49,3.3299,3.06,351.18,37.26,827.75
2020-05-22 ,318.89,2436.89,177.75,68.99,183.51,3.2596,3.0,361.06,37.5,816.4
2020-05-26 ,316.84,2423.7,176.59,57.69,181.56,3.8266,2.83,348.78,37.49,818.74
2020-05-27 ,318.08,2409.51,176.56,52.12,181.81,4.16,2.58,341.13,37.41,819.955
2020-05-28 ,318.15,2401.05,181.19,55.55,181.27,3.83,2.67,339.31,38.175,805.975
2020-05-29 ,318.76,2436.53,174.59,61.42,183.96,3.9799,2.585,353.65,38.235,834.1905
2020-06-01 ,321.76,2470.12,176.41,62.18,182.86,4.26,2.4899,352.42,35.46,897.875
2020-06-02 ,323.42,2473.3,174.2,59.85,185.0,4.69,3.0723,353.28,36.16,881.4
2020-06-03 ,325.09,2478.4,174.98,59.84,185.36,5.59,2.745,350.65,36.16,882.51
2020-06-04 ,322.25,2460.6,171.36,60.39,182.95,5.97,2.615,350.68,36.0,864.27
2020-06-05 ,331.54,2481.415,173.71,58.11,187.5,5.595,2.61,356.52,35.9975,885.335
2020-06-08 ,333.4402,2522.8,176.5,59.08,188.47,5.97,2.62,352.28,36.56,948.45
2020-06-09 ,344.32,2603.39,174.57,58.26,190.07,6.68,2.6,361.9,36.23,941.5524
2020-06-10 ,352.78,2648.16,182.06,60.07,196.82,6.3,2.5378,374.54,35.93,1024.974
2020-06-11 ,336.08,2558.47,172.08,60.22,186.47,5.9199,2.354,351.76,33.325,972.41
2020-06-12 ,337.655,2566.705,174.18,61.165,188.14,6.02,2.355,357.5434,33.457,936.25
2020-06-15 ,342.99,2572.62,178.69,66.57,189.09,6.83,2.36,367.07,33.37,990.75
2020-06-16 ,352.26,2615.13,180.62,64.34,193.67,6.99,2.42,362.92,33.46,981.51
2020-06-17 ,351.2438,2641.72,181.4,63.32,194.2,6.84,2.25,369.47,33.55,990.56
2020-06-18 ,351.59,2655.0,187.56,64.94,196.32,7.18,2.23,369.0,33.24,1004.02
2020-06-19 ,349.55,2671.86,186.88,66.38,195.03,7.35,2.32,370.38,33.47,1000.57
2020-06-22 ,358.93,2712.0,191.64,64.785,200.58,7.44,2.24,381.0,33.11,994.54
2020-06-23 ,366.37,2764.42,189.06,62.92,201.889,7.24,2.305,378.04,32.77,1001.66
2020-06-24 ,360.06,2733.49,185.64,64.84,197.84,6.85,2.25,369.42,32.2,960.85
2020-06-25 ,364.88,2756.16,188.34,62.0,200.36,7.0775,2.21,379.8,32.3,985.98
2020-06-26 ,353.69,2692.87,183.2,61.27,196.33,6.9,2.11,366.44,32.04,960.76
2020-06-29 ,362.0,2681.52,183.45,62.1,198.5,7.23,2.12,368.12,32.65,1009.89
2020-06-30 ,364.6,2756.09,187.3,64.26,203.5,7.72,2.2,379.4455,32.7,1079.0
2020-07-01 ,364.01,2879.2,191.89,61.5926,204.66,7.905,2.12,380.9,33.74,1119.54
2020-07-02 ,364.12,2887.56,192.46,58.5699,206.21,9.38,2.11,384.76,34.51,1208.8
2020-07-06 ,373.81,3057.16,197.72,59.14,210.69,11.51,2.14,393.64,34.51,1371.0
2020-07-07 ,372.64,3000.12,196.53,61.09,208.24,13.23,2.02,394.59,34.03,1389.69
2020-07-08 ,381.44,3081.88,200.35,61.58,212.84,12.88,1.939,408.9,33.75,1365.8054
2020-07-09 ,382.6599,3183.81,200.845,64.92,214.4,14.5602,1.89,420.36,33.47,1393.81
2020-07-10 ,383.52,3203.36,198.89,62.59,213.65,15.0,1.92,419.18,33.83,1546.01
2020-07-13 ,381.91,3101.55,188.24,71.72,207.1,13.84,1.84,402.27,35.21,1494.1
2020-07-14 ,388.21,3084.02,189.56,75.04,208.39,14.09,1.73,415.22,35.235,1516.385
2020-07-15 ,390.91,3008.87,188.09,80.23,208.05,13.52,1.81,409.06,35.72,1546.875
2020-07-16 ,385.72,2994.55,185.54,81.73,203.88,12.95,1.959,405.02,35.62,1498.7701
2020-07-17 ,385.15,2961.47,187.78,94.99,202.87,11.0875,2.14,408.1,36.24,1500.45
2020-07-20 ,393.43,3195.01,195.08,82.65,211.49,12.82,2.22,420.43,36.5,1642.47
2020-07-21 ,388.0,3141.43,190.8,80.9,208.75,12.88,2.22,413.16,36.69,1567.58
2020-07-22 ,389.09,3100.23,191.37,83.23,211.7533,12.38,2.395,417.74,38.565,1590.58
2020-07-23 ,371.56,2987.725,188.57,75.34,202.6,12.15,2.24,405.46,38.42,1513.68
2020-07-24 ,370.42,3008.92,188.52,73.21,201.3,11.81,2.395,407.9,37.67,1415.56
2020-07-27 ,379.215,3053.89,190.94,79.91,203.85,11.7,2.27,416.86,37.6,1539.91
2020-07-28 ,373.04,2999.62,189.6,81.49,201.74,12.27,2.22,408.62,39.03,1475.35
2020-07-29 ,380.27,3034.27,193.68,79.51,204.06,12.695,2.29,418.62,39.27,1499.99
2020-07-30 ,384.88,3052.65,191.71,77.6,203.89,12.2,2.34,424.43,38.74,1487.42
2020-07-31 ,425.19,3164.68,194.85,74.1,205.1,11.94,2.29,424.58,38.48,1432.0
2020-08-03 ,435.66,3111.42,203.16,77.9404,216.54,13.6,2.37,440.41,38.36,1484.98
2020-08-04 ,438.81,3138.82,201.41,78.49,213.35,13.64,2.5599,449.11,38.39,1486.25
2020-08-05 ,440.339,3205.83,202.65,75.76,212.95,13.92,2.46,451.69,38.44,1485.18
2020-08-06 ,455.88,3224.35,207.79,73.76,216.35,13.84,2.23,453.46,38.2798,1489.69
2020-08-07 ,444.41,3165.75,201.07,74.05,212.44,13.42,2.25,447.98,38.45,1453.1
2020-08-10 ,450.94,3149.87,197.11,72.0282,208.33,14.2,2.16,446.61,38.42,1419.0
2020-08-11 ,437.51,3080.67,191.99,68.96,203.33,12.99,2.0,434.11,37.8,1374.0
2020-08-12 ,452.24,3161.0,192.56,69.52,209.29,13.36,2.05,457.51,38.34,1554.423
2020-08-13 ,460.03,3161.02,195.14,67.84,208.72,13.3622,1.91,457.72,38.17,1620.71
2020-08-14 ,459.78,3148.0,193.42,69.15,208.89,13.1,1.97,462.555,38.06,1651.5
2020-08-17 ,458.39,3181.16,196.77,69.75,210.2492,14.05,1.89,493.58,38.36,1835.86
2020-08-18 ,462.08,3312.49,204.01,67.085,211.48,14.3,1.83,490.42,38.36,1888.11
2020-08-19 ,462.825,3260.15,205.08,68.0,209.7,14.06,1.8,485.74,38.26,1879.0
2020-08-20 ,472.83,3296.05,209.56,67.84,214.55,13.785,1.78,485.57,38.73,2001.3
2020-08-21 ,497.4,3284.59,207.52,66.49,213.02,14.12,1.76,507.14,38.88,2050.0
2020-08-24 ,503.79,3307.45,208.51,64.88,213.71,14.97,1.72,508.62,38.84,2015.695
2020-08-25 ,499.31,3346.05,216.02,66.25,216.4564,17.86,1.68,510.03,38.405,2024.09
2020-08-26 ,506.19,3442.06,272.31,70.5,221.15,20.43,1.715,510.92,38.07,2151.93
2020-08-27 ,500.04,3400.7,276.34,68.02,226.57,19.88,1.68,505.18,37.87,2239.76
2020-08-28 ,498.83,3401.8,270.75,67.434,228.94,18.51,1.69,525.92,37.91,2213.52
2020-08-31 ,128.85,3441.91,272.29,64.93,225.06,19.04,1.65,532.46,37.76,498.51
2020-09-01 ,134.2,3500.47,281.26,63.31,227.32,20.12,1.59,553.0,36.88,475.04
2020-09-02 ,131.22,3529.34,276.72,64.72,231.46,19.93,1.59,573.86,37.17,447.245
2020-09-03 ,120.92,3369.17,264.71,64.84,217.3,18.7,1.46,520.75,36.37,407.0
2020-09-04 ,120.9,3294.62,254.7,62.6,214.14,17.9699,1.39,504.59,36.36,417.9307
2020-09-08 ,112.83,3149.84,241.27,54.34,202.65,17.01,1.4,475.865,35.915,330.02
2020-09-09 ,117.18,3268.27,250.43,56.86,211.18,18.09,1.41,508.42,36.185,366.21
2020-09-10 ,113.48,3176.12,247.8,57.56,205.38,17.74,1.53,492.48,35.64,370.5
2020-09-11 ,112.01,3117.28,243.15,59.34,204.04,17.965,1.52,486.695,36.07,372.4101
2020-09-14 ,115.3599,3102.97,246.54,63.69,205.3,18.72,1.66,514.84,37.01,419.765
2020-09-15 ,115.55,3153.28,251.59,66.85,208.85,19.19,1.6,519.88,36.95,449.38
2020-09-16 ,112.13,3077.14,250.74,68.83,204.94,19.015,1.52,500.5601,36.79,441.76
2020-09-17 ,110.32,3010.56,244.49,67.93,202.96,19.2901,1.53,498.54,36.81,423.43
2020-09-18 ,106.6,2952.64,242.72,69.85,200.45,19.4103,1.55,487.46,36.63,440.9701
2020-09-21 ,110.13,2962.0,245.05,69.39,202.64,18.8002,1.52,500.66,36.03,449.41
2020-09-22 ,111.8,3129.0,247.78,68.73,207.38,19.22,1.51,505.68,36.255,423.974
2020-09-23 ,107.23,2997.44,236.13,67.2,200.59,17.96,1.43,485.05,36.0,380.3885
2020-09-24 ,108.2015,3018.58,237.5,65.27,203.18,17.855,1.7798,493.92,35.76,387.63
2020-09-25 ,112.28,3094.65,242.92,69.43,207.77,18.32,1.55,515.0,36.05,407.18
2020-09-28 ,115.0,3175.04,246.83,70.63,209.61,18.805,1.57,521.4,36.41,421.0602
2020-09-29 ,114.11,3142.92,247.39,70.51,207.16,20.85,2.1242,528.72,36.17,418.99
2020-09-30 ,115.61,3147.425,251.01,70.74,210.32,21.2,2.84,540.895,36.68,428.97
2020-10-01 ,116.8,3222.01,253.37,70.03,212.46,21.76,2.3801,544.7,36.37,447.81
2020-10-02 ,113.02,3125.93,247.95,68.81,206.18,21.2,2.3501,522.48,36.37,415.2699
2020-10-05 ,116.54,3199.2,251.53,71.87,210.37,21.6,2.36,545.7,36.74,425.5
2020-10-06 ,113.16,3099.29,250.14,71.04,205.91,20.67,2.2,549.36,36.15,413.7001
2020-10-07 ,115.05,3192.51,259.86,72.33,209.81,21.55,2.38,558.56,36.46,425.19
2020-10-08 ,114.97,3190.55,260.22,72.93,210.63,21.44,2.385,553.79,36.89,425.92
2020-10-09 ,116.98,3287.82,265.98,73.11,215.81,21.48,2.615,550.54,36.78,433.96
2020-10-12 ,124.42,3442.93,266.97,75.31,221.41,21.85,3.03,568.71,36.82,442.0
2020-10-13 ,121.05,3442.64,266.85,78.28,222.83,21.61,2.9801,569.91,36.89,446.65
2020-10-14 ,121.29,3363.05,261.99,76.57,220.93,26.5,3.64,563.61,36.86,461.47
2020-10-15 ,120.7453,3338.62,257.77,75.55,219.66,28.08,4.47,558.85,36.55,448.88
2020-10-16 ,118.96,3160.0,258.51,73.98,219.65,28.4799,4.89,552.46,37.96,439.91
2020-10-19 ,116.0,3207.3,255.06,71.0,214.24,27.65,4.3798,539.9399,37.81,430.83
2020-10-20 ,117.5,3216.26,255.86,71.25,214.56,27.96,3.7388,545.8199,37.5,421.97
2020-10-21 ,116.86,3183.6,254.17,68.405,214.785,27.866,3.79,541.0,37.07,422.5
2020-10-22 ,115.7737,3177.4,249.67,70.69,214.84,27.4016,4.1219,534.49,37.43,425.9
2020-10-23 ,115.04,3204.64,250.57,70.5,216.26,27.16,3.977,543.61,38.19,420.615
2020-10-26 ,115.06,3207.32,241.97,70.27,210.15,26.01,3.13,525.655,37.97,420.28
2020-10-27 ,116.53,3287.92,250.38,70.67,213.15,28.45,3.23,535.72,37.42,424.471
2020-10-28 ,111.15,3162.49,238.56,65.73,202.71,27.52,3.01,505.05,35.445,406.0
2020-10-29 ,114.52,3212.79,237.14,71.2,204.39,32.0,2.9,520.62,35.27,410.64
2020-10-30 ,108.9,3036.13,232.29,67.48,202.58,30.57,3.01,502.385,35.485,388.04
2020-11-02 ,108.77,3004.48,232.45,67.03,202.32,33.32,2.95,503.37,36.23,400.51
2020-11-03 ,110.375,3046.25,236.89,69.08,206.12,35.51,3.0,520.79,36.19,423.74
2020-11-04 ,114.94,3241.16,250.74,69.77,216.32,37.71,2.91,551.78,37.3499,420.91
2020-11-05 ,118.99,3322.0,260.22,71.48,223.29,42.42,3.76,566.41,36.39,438.09
2020-11-06 ,118.685,3310.41,260.26,72.44,223.62,41.64,3.98,582.59,36.3998,429.92
2020-11-09 ,116.32,3141.34,259.29,77.71,218.34,44.06,4.29,545.41,39.195,421.39
2020-11-10 ,115.97,3035.18,247.68,76.08,211.02,41.5489,4.09,510.55,38.68,410.41
2020-11-11 ,119.51,3136.81,254.18,82.38,216.4,43.07,3.9489,536.67,38.52,417.13
2020-11-12 ,119.235,3110.2,249.43,87.79,215.47,48.3427,3.577,538.5,37.55,411.73
2020-11-13 ,119.49,3134.09,248.89,89.61,217.31,43.7247,3.69,531.76,38.47,406.78
2020-11-16 ,120.35,3132.99,250.18,98.0,217.39,45.5799,4.22,534.11,37.35,408.09
2020-11-17 ,119.36,3135.66,256.16,93.17,214.47,46.5599,4.465,536.89,36.04,441.57
2020-11-18 ,118.0,3105.1,257.08,88.9,210.97,45.1,4.8153,537.0,36.31,486.64
2020-11-19 ,118.64,3114.41,264.59,92.77,212.31,48.47,5.85,537.85,36.18,499.16
2020-11-20 ,117.32,3099.205,258.03,97.61,210.34,49.25,4.4106,523.51,36.7,489.44
2020-11-23 ,113.88,3100.18,257.58,101.03,210.09,55.51,5.17,525.201,36.5199,521.67
2020-11-24 ,115.17,3116.86,260.79,98.36,213.86,53.51,5.0,518.46,36.6,555.86
2020-11-25 ,116.02,3184.82,246.72,109.15,213.75,53.69,5.7189,529.4,36.5201,574.0
2020-11-27 ,116.6,3195.95,247.86,127.03,215.29,54.0,6.505,530.67,37.255,585.75
2020-11-30 ,119.06,3168.03,246.24,152.92,214.24,50.5456,6.4,536.49,38.31,566.48
2020-12-01 ,122.7,3220.08,241.2985,141.06,216.21,45.36,6.3101,535.6,39.4001,585.19
2020-12-02 ,123.08,3203.75,220.67,143.0,215.42,47.95,6.385,541.77,40.8,568.8
2020-12-03 ,122.94,3188.66,221.0361,157.2659,214.27,45.34,7.575,536.12,40.1,593.28
2020-12-04 ,122.24,3163.49,225.56,152.52,214.4,43.03,7.4359,542.39,40.35,599.0
2020-12-07 ,123.8,3158.77,227.58,159.46,214.32,45.11,6.655,544.43,41.25,642.0
2020-12-08 ,124.33,3176.64,227.83,169.91,215.99,46.56,7.09,533.84,42.55,649.88
2020-12-09 ,121.67,3101.35,220.36,156.62,211.41,44.01,6.6601,517.23,41.85,604.17
2020-12-10 ,123.22,3100.07,223.0,155.67,210.515,45.22,6.435,518.72,41.73,627.33
2020-12-11 ,122.49,3116.41,222.43,156.92,213.27,41.98,6.1399,520.65,41.12,610.0
2020-12-14 ,121.77,3156.97,221.27,155.07,214.19,41.0,6.6412,532.35,39.21,639.79
2020-12-15 ,127.89,3166.45,220.22,147.32,214.16,43.4901,6.475,534.49,38.72,632.48
2020-12-16 ,127.75,3240.96,223.62,137.01,219.19,44.67,6.2799,529.49,37.85,622.67
2020-12-17 ,128.65,3237.015,225.83,143.84,219.42,46.025,6.8302,533.75,38.03,655.725
2020-12-18 ,126.65,3201.07,227.48,140.33,218.15,46.543,7.135,530.61,37.69,664.99
2020-12-21 ,128.24,3205.74,226.48,138.23,222.57,48.98,8.4,533.13,37.38,649.78
2020-12-22 ,131.845,3206.52,231.17,125.98,223.97,47.6,9.05,531.13,36.74,640.09
2020-12-23 ,130.96,3186.73,227.51,130.3264,221.02,47.01,8.8499,520.2,37.44,645.98
2020-12-24 ,131.99,3171.16,225.96,123.39,222.71,45.77,8.81,519.71,37.28,661.66
2020-12-28 ,136.73,3283.96,224.65,111.29,224.96,44.055,8.16,516.22,36.82,663.77
2020-12-29 ,134.93,3320.71,222.47,114.39,224.29,46.11,8.57,517.75,37.04,665.98
2020-12-30 ,133.72,3285.85,222.44,111.14,221.68,48.365,9.52,525.45,36.75,694.71
2020-12-31 ,132.58,3256.41,222.25,104.47,222.37,48.74,9.09,522.12,36.79,705.21
